time,ang_velY
0,-0.67138671875
0.0,-0.67138671875
0.0,-0.48828125
0.0,-0.6103515625
0.0,-0.67138671875
0.0,-0.48828125
0.0,-0.42724609375
0.0,-0.3662109375
0.0,-0.79345703125
0.0,-0.48828125
0.0,-0.6103515625
0.0,-0.6103515625
0.0,-0.6103515625
0.0,-0.54931640625
0.0,-0.67138671875
0.0,-0.6103515625
0,-0.79345703125
24.75,-0.8544921875
49.5,-0.732421875
74.25,-0.79345703125
99.0,-0.79345703125
123.75,-0.91552734375
148.5,-0.8544921875
173.25,-0.9765625
198.0,-0.79345703125
222.75,-0.9765625
247.5,-0.91552734375
272.25,-0.79345703125
297.0,-0.8544921875
321.75,-0.8544921875
346.5,-0.8544921875
371.25,-0.91552734375
396,-1.708984375
420.5,-1.46484375
445.0,-1.40380859375
469.5,-1.28173828125
494.0,-1.28173828125
518.5,-1.03759765625
543.0,-0.8544921875
567.5,-0.732421875
592.0,-0.79345703125
616.5,-0.30517578125
641.0,-0.3662109375
665.5,-0.48828125
690.0,-0.79345703125
714.5,-1.0986328125
739.0,-1.28173828125
763.5,-1.46484375
788,-10.6201171875
812.5625,-10.986328125
837.125,-11.41357421875
861.6875,-11.65771484375
886.25,-12.14599609375
910.8125,-13.36669921875
935.375,-13.85498046875
959.9375,-14.34326171875
984.5,-0.79345703125
1009.0625,-15.68603515625
1033.625,-16.6015625
1058.1875,-17.15087890625
1082.75,-18.06640625
1107.3125,-19.53125
1131.875,-20.32470703125
1156.4375,-21.1181640625
1181,-3.7841796875
1205.5625,-4.57763671875
1230.125,-5.67626953125
1254.6875,-6.34765625
1279.25,-4.39453125
1303.8125,-4.150390625
1328.375,-4.57763671875
1352.9375,-6.40869140625
1377.5,-0.79345703125
1402.0625,-7.26318359375
1426.625,-7.50732421875
1451.1875,-6.04248046875
1475.75,-5.43212890625
1500.3125,-5.55419921875
1524.875,-7.38525390625
1549.4375,-8.30078125
1574,-9.033203125
1588.125,-9.70458984375
1602.25,-9.27734375
1616.375,-8.30078125
1630.5,-7.99560546875
1644.625,-9.82666015625
1658.75,-11.04736328125
1672.875,-11.65771484375
1687.0,-0.79345703125
1701.125,-13.3056640625
1715.25,-13.85498046875
1729.375,-14.892578125
1743.5,-16.7236328125
1757.625,-18.85986328125
1771.75,-19.53125
1785.875,-20.01953125
1800,-25.57373046875
1817.5625,-27.40478515625
1835.125,-32.470703125
1852.6875,-33.87451171875
1870.25,-34.66796875
1887.8125,-43.64013671875
1905.375,-45.59326171875
1922.9375,-52.79541015625
1940.5,-0.79345703125
1958.0625,-59.4482421875
1975.625,-63.3544921875
1993.1875,-66.83349609375
2010.75,-70.12939453125
2028.3125,-77.81982421875
2045.875,-80.6884765625
2063.4375,-83.31298828125
2081,8.72802734375
2105.75,16.54052734375
2130.5,38.63525390625
2155.25,51.025390625
2180.0,63.720703125
2204.75,81.97021484375
2229.5,87.7685546875
2254.25,93.32275390625
2279.0,-0.79345703125
2303.75,106.38427734375
2328.5,114.74609375
2353.25,122.6806640625
2378.0,129.5166015625
2402.75,141.05224609375
2427.5,146.728515625
2452.25,152.83203125
2477,163.63525390625
2491.0,168.3349609375
2505.0,171.32568359375
2519.0,156.55517578125
2533.0,169.37255859375
2547.0,166.44287109375
2561.0,163.26904296875
2575.0,159.3017578125
2589.0,-0.79345703125
2603.0,157.16552734375
2617.0,154.052734375
2631.0,146.6064453125
2645.0,143.49365234375
2659.0,140.5029296875
2673.0,131.40869140625
2687.0,123.046875
2701,108.5205078125
2707.9375,89.9658203125
2714.875,60.9130859375
2721.8125,49.01123046875
2728.75,33.203125
2735.6875,-8.30078125
2742.625,-29.6630859375
2749.5625,-50.23193359375
2756.5,-0.79345703125
2763.4375,-86.181640625
2770.375,-99.18212890625
2777.3125,-100.89111328125
2784.25,-73.73046875
2791.1875,-2.86865234375
2798.125,-18.37158203125
2805.0625,-48.4619140625
2812,-106.75048828125
2822.6875,-107.2998046875
2833.375,-92.71240234375
2844.0625,-64.3310546875
2854.75,-60.1806640625
2865.4375,-59.2041015625
2876.125,-57.373046875
2886.8125,-40.95458984375
2897.5,-0.79345703125
2908.1875,-30.70068359375
2918.875,-23.3154296875
2929.5625,-18.310546875
2940.25,-20.8740234375
2950.9375,-25.390625
2961.625,-30.57861328125
2972.3125,-32.1044921875
2983,-32.1044921875
2996.9375,-29.47998046875
3010.875,-16.7236328125
3024.8125,-9.82666015625
3038.75,-5.43212890625
3052.6875,-3.41796875
3066.625,-4.8828125
3080.5625,-7.01904296875
3094.5,-0.79345703125
3108.4375,-12.26806640625
3122.375,-13.85498046875
3136.3125,-14.6484375
3150.25,-13.85498046875
3164.1875,-8.97216796875
3178.125,-6.40869140625
3192.0625,-4.2724609375
3206,-7.01904296875
3213.125,-9.8876953125
3220.25,-12.6953125
3227.375,-14.95361328125
3234.5,-15.56396484375
3241.625,-16.2353515625
3248.75,-17.4560546875
3255.875,-19.8974609375
3263.0,-0.79345703125
3270.125,-19.95849609375
3277.25,-20.44677734375
3284.375,-22.216796875
3291.5,-22.88818359375
3298.625,-24.84130859375
3305.75,-32.5927734375
3312.875,-35.58349609375
3320,-37.841796875
3330.625,-39.1845703125
3341.25,-38.818359375
3351.875,-38.02490234375
3362.5,-37.9638671875
3373.125,-38.63525390625
3383.75,-39.306640625
3394.375,-40.34423828125
3405.0,-0.79345703125
3415.625,-42.05322265625
3426.25,-43.0908203125
3436.875,-43.39599609375
3447.5,-42.236328125
3458.125,-40.83251953125
3468.75,-41.93115234375
3479.375,-42.54150390625
3490,-56.09130859375
3500.5625,-58.7158203125
3511.125,-60.546875
3521.6875,-68.84765625
3532.25,-75.98876953125
3542.8125,-83.0078125
3553.375,-87.158203125
3563.9375,-91.49169921875
3574.5,-0.79345703125
3585.0625,-92.529296875
3595.625,-93.81103515625
3606.1875,-97.65625
3616.75,-96.19140625
3627.3125,-94.66552734375
3637.875,-96.435546875
3648.4375,-100.09765625
3659,103.271484375
3676.375,111.6943359375
3693.75,120.05615234375
3711.125,135.92529296875
3728.5,144.53125
3745.875,153.01513671875
3763.25,161.0107421875
3780.625,177.1240234375
3798.0,-0.79345703125
3815.375,185.05859375
3832.75,191.46728515625
3850.125,201.72119140625
3867.5,205.74951171875
3884.875,208.80126953125
3902.25,215.02685546875
3919.625,218.07861328125
3937,219.3603515625
3954.8125,219.6044921875
3972.625,213.07373046875
3990.4375,204.89501953125
4008.25,194.39697265625
4026.0625,171.142578125
4043.875,157.2265625
4061.6875,140.19775390625
4079.5,-0.79345703125
4097.3125,96.6796875
4115.125,76.904296875
4132.9375,59.87548828125
4150.75,45.10498046875
4168.5625,20.56884765625
4186.375,8.23974609375
4204.1875,-6.7138671875
4222,-45.10498046875
4228.875,-65.7958984375
4235.75,-75.1953125
4242.625,6.34765625
4249.5,-51.20849609375
4256.375,-153.6865234375
4263.25,-206.0546875
4270.125,-188.65966796875
4277.0,-0.79345703125
4283.875,-138.36669921875
4290.75,-110.41259765625
4297.625,-94.7265625
4304.5,-83.984375
4311.375,-66.2841796875
4318.25,-31.31103515625
4325.125,-20.8740234375
4332,-13.427734375
4342.5625,-10.6201171875
4353.125,-23.4375
4363.6875,-34.24072265625
4374.25,-44.189453125
4384.8125,-52.24609375
4395.375,-46.08154296875
4405.9375,-34.97314453125
4416.5,-0.79345703125
4427.0625,-9.33837890625
4437.625,-1.52587890625
4448.1875,1.953125
4458.75,2.38037109375
4469.3125,-3.2958984375
4479.875,-9.8876953125
4490.4375,-17.27294921875
4501,-13.5498046875
4515.0625,-16.78466796875
4529.125,-20.263671875
4543.1875,-21.728515625
4557.25,-23.01025390625
4571.3125,-27.34375
4585.375,-31.8603515625
4599.4375,-37.7197265625
4613.5,-0.79345703125
4627.5625,-46.7529296875
4641.625,-48.40087890625
4655.6875,-47.42431640625
4669.75,-44.921875
4683.8125,-42.41943359375
4697.875,-44.12841796875
4711.9375,-46.7529296875
4726,-99.12109375
4747.125,-102.84423828125
4768.25,-106.26220703125
4789.375,-105.40771484375
4810.5,-102.294921875
4831.625,-103.45458984375
4852.75,-116.63818359375
4873.875,-122.74169921875
4895.0,-0.79345703125
4916.125,-85.205078125
4937.25,-44.43359375
4958.375,-7.99560546875
4979.5,30.3955078125
5000.625,35.400390625
5021.75,41.44287109375
5042.875,49.25537109375
5064,73.6083984375
5081.75,91.12548828125
5099.5,107.84912109375
5117.25,136.53564453125
5135.0,148.74267578125
5152.75,160.15625
5170.5,171.2646484375
5188.25,191.162109375
5206.0,-0.79345703125
5223.75,198.18115234375
5241.5,204.04052734375
5259.25,214.111328125
5277.0,217.1630859375
5294.75,218.26171875
5312.5,213.92822265625
5330.25,209.53369140625
5348,205.56640625
5354.875,202.880859375
5361.75,201.72119140625
5368.625,199.0966796875
5375.5,195.25146484375
5382.375,184.2041015625
5389.25,176.8798828125
5396.125,168.64013671875
5403.0,-0.79345703125
5409.875,147.0947265625
5416.75,133.23974609375
5423.625,116.76025390625
5430.5,82.6416015625
5437.375,58.837890625
5444.25,35.0341796875
5451.125,4.69970703125
5458,-59.63134765625
5468.5,-86.97509765625
5479.0,-109.80224609375
5489.5,-79.89501953125
5500.0,-21.17919921875
5510.5,-41.3818359375
5521.0,-101.86767578125
5531.5,-154.541015625
5542.0,-0.79345703125
5552.5,-149.4140625
5563.0,-136.77978515625
5573.5,-104.98046875
5584.0,-88.31787109375
5594.5,-81.35986328125
5605.0,-73.91357421875
5615.5,-61.34033203125
5626,-39.6728515625
5636.75,-17.27294921875
5647.5,6.7138671875
5658.25,8.544921875
5669.0,0.6103515625
5679.75,-37.78076171875
5690.5,-54.87060546875
5701.25,-64.697265625
5712.0,-0.79345703125
5722.75,-62.744140625
5733.5,-52.490234375
5744.25,-38.02490234375
5755.0,-5.859375
5765.75,4.638671875
5776.5,10.68115234375
5787.25,11.65771484375
5798,1.953125
5808.5,-7.87353515625
5819.0,-20.44677734375
5829.5,-39.306640625
5840.0,-39.48974609375
5850.5,-34.11865234375
5861.0,-24.47509765625
5871.5,-4.33349609375
5882.0,-0.79345703125
5892.5,-0.1220703125
5903.0,0.244140625
5913.5,-9.94873046875
5924.0,-16.4794921875
5934.5,-19.53125
5945.0,-14.34326171875
5955.5,-10.55908203125
5966,-9.3994140625
5976.4375,-11.16943359375
5986.875,-23.13232421875
5997.3125,-29.47998046875
6007.75,-34.0576171875
6018.1875,-39.0625
6028.625,-40.71044921875
6039.0625,-43.76220703125
6049.5,-0.79345703125
6059.9375,-49.560546875
6070.375,-50.84228515625
6080.8125,-49.74365234375
6091.25,-50.35400390625
6101.6875,-53.52783203125
6112.125,-57.6171875
6122.5625,-61.46240234375
6133,-65.24658203125
6143.625,-64.0869140625
6154.25,-62.31689453125
6164.875,-59.6923828125
6175.5,-69.27490234375
6186.125,-75.927734375
6196.75,-77.20947265625
6207.375,-81.6650390625
6218.0,-0.79345703125
6228.625,-83.6181640625
6239.25,-89.84375
6249.875,-96.74072265625
6260.5,-96.13037109375
6271.125,-95.21484375
6281.75,-96.923828125
6292.375,-101.1962890625
6303,139.22119140625
6323.9375,152.587890625
6344.875,165.95458984375
6365.8125,190.61279296875
6386.75,199.52392578125
6407.6875,206.11572265625
6428.625,210.87646484375
6449.5625,218.20068359375
6470.5,-0.79345703125
6491.4375,221.435546875
6512.375,223.69384765625
6533.3125,222.2900390625
6554.25,222.0458984375
6575.1875,222.71728515625
6596.125,226.98974609375
6617.0625,225.830078125
6638,223.81591796875
6652.1875,220.64208984375
6666.375,206.97021484375
6680.5625,192.07763671875
6694.75,172.8515625
6708.9375,128.662109375
6723.125,102.5390625
6737.3125,76.416015625
6751.5,-0.79345703125
6765.6875,41.8701171875
6779.875,25.93994140625
6794.0625,1.52587890625
6808.25,-61.46240234375
6822.4375,-86.7919921875
6836.625,-104.736328125
6850.8125,-111.9384765625
6865,-41.68701171875
6875.4375,-39.0625
6885.875,-75.74462890625
6896.3125,-140.869140625
6906.75,-156.73828125
6917.1875,-150.20751953125
6927.625,-129.33349609375
6938.0625,-79.833984375
6948.5,-0.79345703125
6958.9375,-64.94140625
6969.375,-54.931640625
6979.8125,-29.1748046875
6990.25,-18.73779296875
7000.6875,-14.46533203125
7011.125,-18.6767578125
7021.5625,-27.52685546875
7032,-37.7197265625
7039.0625,-44.5556640625
7046.125,-44.189453125
7053.1875,-38.330078125
7060.25,-30.45654296875
7067.3125,-11.41357421875
7074.375,-2.74658203125
7081.4375,2.99072265625
7088.5,-0.79345703125
7095.5625,6.28662109375
7102.625,2.74658203125
7109.6875,-1.8310546875
7116.75,-9.521484375
7123.8125,-9.82666015625
7130.875,-7.50732421875
7137.9375,-2.99072265625
7145,5.9814453125
7155.625,7.080078125
7166.25,4.57763671875
7176.875,-5.18798828125
7187.5,-11.1083984375
7198.125,-16.90673828125
7208.75,-21.42333984375
7219.375,-25.2685546875
7230.0,-0.79345703125
7240.625,-24.96337890625
7251.25,-25.08544921875
7261.875,-26.4892578125
7272.5,-27.40478515625
7283.125,-29.052734375
7293.75,-35.58349609375
7304.375,-39.794921875
7315,-44.00634765625
7325.5,-47.30224609375
7336.0,-52.91748046875
7346.5,-55.17578125
7357.0,-56.7626953125
7367.5,-56.57958984375
7378.0,-56.5185546875
7388.5,-57.80029296875
7399.0,-0.79345703125
7409.5,-62.19482421875
7420.0,-63.232421875
7430.5,-63.4765625
7441.0,-60.9130859375
7451.5,-61.70654296875
7462.0,-60.05859375
7472.5,-65.36865234375
7483,-78.857421875
7497.0625,-80.38330078125
7511.125,-82.763671875
7525.1875,-92.83447265625
7539.25,-101.4404296875
7553.3125,-107.0556640625
7567.375,-108.5205078125
7581.4375,-104.00390625
7595.5,-0.79345703125
7609.5625,-100.7080078125
7623.625,-97.83935546875
7637.6875,-93.6279296875
7651.75,-90.75927734375
7665.8125,-86.36474609375
7679.875,-91.4306640625
7693.9375,-109.92431640625
7708,173.52294921875
7718.5,180.35888671875
7729.0,188.720703125
7739.5,203.18603515625
7750.0,207.03125
7760.5,208.1298828125
7771.0,208.1298828125
7781.5,209.8388671875
7792.0,-0.79345703125
7802.5,213.80615234375
7813.0,218.93310546875
7823.5,222.2900390625
7834.0,219.7265625
7844.5,216.61376953125
7855.0,203.06396484375
7865.5,192.19970703125
7876,181.45751953125
7890.125,153.9306640625
7904.25,133.85009765625
7918.375,109.130859375
7932.5,84.228515625
7946.625,45.10498046875
7960.75,24.84130859375
7974.875,-0.42724609375
7989.0,-0.79345703125
8003.125,-53.8330078125
8017.25,-74.52392578125
8031.375,-92.46826171875
8045.5,-101.62353515625
8059.625,-43.3349609375
8073.75,-6.89697265625
8087.875,-54.443359375
8102,-148.8037109375
8112.5,-168.9453125
8123.0,-154.78515625
8133.5,-102.783203125
8144.0,-92.46826171875
8154.5,-91.85791015625
8165.0,-91.6748046875
8175.5,-78.43017578125
8186.0,-0.79345703125
8196.5,-61.4013671875
8207.0,-40.95458984375
8217.5,-9.94873046875
8228.0,-2.62451171875
8238.5,-2.197265625
8249.0,-24.5361328125
8259.5,-40.8935546875
8270,-54.87060546875
8284.0625,-62.98828125
8298.125,-57.0068359375
8312.1875,-43.15185546875
8326.25,-26.06201171875
8340.3125,1.46484375
8354.375,8.9111328125
8368.4375,11.962890625
8382.5,-0.79345703125
8396.5625,5.126953125
8410.625,-3.173828125
8424.6875,-14.404296875
8438.75,-33.99658203125
8452.8125,-36.80419921875
8466.875,-33.935546875
8480.9375,-26.611328125
8495,-8.6669921875
8502.125,-3.35693359375
8509.25,-1.953125
8516.375,-9.1552734375
8523.5,-15.13671875
8530.625,-20.3857421875
8537.75,-22.39990234375
8544.875,-16.66259765625
8552.0,-0.79345703125
8559.125,-12.20703125
8566.25,-8.97216796875
8573.375,-8.85009765625
8580.5,-12.26806640625
8587.625,-17.578125
8594.75,-28.1982421875
8601.875,-32.89794921875
8609,-36.92626953125
8619.4375,-41.07666015625
8629.875,-48.03466796875
8640.3125,-50.29296875
8650.75,-52.30712890625
8661.1875,-56.70166015625
8671.625,-58.837890625
8682.0625,-59.4482421875
8692.5,-0.79345703125
8702.9375,-57.43408203125
8713.375,-56.45751953125
8723.8125,-61.21826171875
8734.25,-67.07763671875
8744.6875,-65.12451171875
8755.125,-68.66455078125
8765.5625,-72.998046875
8776,-86.48681640625
8786.625,-93.017578125
8797.25,-96.5576171875
8807.875,-99.30419921875
8818.5,-100.28076171875
8829.125,-101.5625
8839.75,-103.82080078125
8850.375,-105.46875
8861.0,-0.79345703125
8871.625,-102.72216796875
8882.25,-98.876953125
8892.875,-87.40234375
8903.5,-83.67919921875
8914.125,-87.82958984375
8924.75,-96.86279296875
8935.375,-78.91845703125
8946,-42.724609375
8956.5625,41.32080078125
8967.125,67.56591796875
8977.6875,83.19091796875
8988.25,88.8671875
8998.8125,82.45849609375
9009.375,79.65087890625
9019.9375,83.740234375
9030.5,-0.79345703125
9041.0625,111.083984375
9051.625,126.5869140625
9062.1875,137.87841796875
9072.75,151.9775390625
9083.3125,159.7900390625
9093.875,168.02978515625
9104.4375,174.6826171875
9115,182.92236328125
9125.75,186.5234375
9136.5,190.61279296875
9147.25,207.3974609375
9158.0,217.529296875
9168.75,222.83935546875
9179.5,222.10693359375
9190.25,209.04541015625
9201.0,-0.79345703125
9211.75,200.98876953125
9222.5,195.61767578125
9233.25,194.39697265625
9244.0,197.1435546875
9254.75,202.20947265625
9265.5,208.67919921875
9276.25,201.5380859375
9287,183.53271484375
9297.3125,129.69970703125
9307.625,106.50634765625
9317.9375,85.8154296875
9328.25,61.279296875
9338.5625,-4.45556640625
9348.875,-37.41455078125
9359.1875,-64.63623046875
9369.5,-0.79345703125
9379.8125,-104.00390625
9390.125,-118.2861328125
9400.4375,-99.853515625
9410.75,48.76708984375
9421.0625,-1.3427734375
9431.375,-66.34521484375
9441.6875,-121.27685546875
9452,-181.57958984375
9462.5,-161.0107421875
9473.0,-136.1083984375
9483.5,-116.76025390625
9494.0,-100.76904296875
9504.5,-74.951171875
9515.0,-49.74365234375
9525.5,-23.5595703125
9536.0,-0.79345703125
9546.5,-17.9443359375
9557.0,-14.95361328125
9567.5,-21.17919921875
9578.0,-31.6162109375
9588.5,-44.00634765625
9599.0,-56.0302734375
9609.5,-52.001953125
9620,-43.3349609375
9630.6875,-17.02880859375
9641.375,-3.96728515625
9652.0625,2.8076171875
9662.75,2.62451171875
9673.4375,-11.04736328125
9684.125,-18.9208984375
9694.8125,-23.98681640625
9705.5,-0.79345703125
9716.1875,-22.8271484375
9726.875,-17.51708984375
9737.5625,-10.80322265625
9748.25,-4.57763671875
9758.9375,-5.615234375
9769.625,-8.056640625
9780.3125,-10.986328125
9791,-11.8408203125
9801.4375,-10.55908203125
9811.875,-8.544921875
9822.3125,-5.9814453125
9832.75,-5.859375
9843.1875,-6.103515625
9853.625,-6.28662109375
9864.0625,-4.39453125
9874.5,-0.79345703125
9884.9375,-2.38037109375
9895.375,-0.67138671875
9905.8125,-0.1220703125
9916.25,-1.64794921875
9926.6875,-5.2490234375
9937.125,-13.85498046875
9947.5625,-17.08984375
9958,-19.04296875
9968.5625,-23.86474609375
9979.125,-27.2216796875
9989.6875,-31.06689453125
10000.25,-35.0341796875
10010.8125,-41.68701171875
10021.375,-43.64013671875
10031.9375,-44.189453125
10042.5,-0.79345703125
10053.0625,-44.3115234375
10063.625,-45.10498046875
10074.1875,-46.56982421875
10084.75,-46.69189453125
10095.3125,-49.74365234375
10105.875,-56.884765625
10116.4375,-55.72509765625
10127,-99.7314453125
10148.125,-63.4765625
10169.25,-15.0146484375
10190.375,35.15625
10211.5,76.171875
10232.625,118.22509765625
10253.75,121.58203125
10274.875,117.67578125
10296.0,-0.79345703125
10317.125,110.9619140625
10338.25,117.00439453125
10359.375,128.60107421875
10380.5,156.005859375
10401.625,166.015625
10422.75,172.119140625
10443.875,175.1708984375
10465,181.09130859375
10479.0625,186.4013671875
10493.125,192.138671875
10507.1875,195.37353515625
10521.25,191.10107421875
10535.3125,184.87548828125
10549.375,179.8095703125
10563.4375,173.095703125
10577.5,-0.79345703125
10591.5625,173.40087890625
10605.625,172.79052734375
10619.6875,164.00146484375
10633.75,160.15625
10647.8125,159.3017578125
10661.875,168.76220703125
10675.9375,176.1474609375
10690,182.92236328125
10697.0,188.232421875
10704.0,185.4248046875
10711.0,179.931640625
10718.0,172.2412109375
10725.0,144.10400390625
10732.0,120.17822265625
10739.0,91.49169921875
10746.0,-0.79345703125
10753.0,38.0859375
10760.0,20.3857421875
10767.0,6.77490234375
10774.0,-23.25439453125
10781.0,-27.9541015625
10788.0,8.6669921875
10795.0,58.16650390625
10802,19.95849609375
10812.5625,-72.93701171875
10823.125,-163.02490234375
10833.6875,-164.36767578125
10844.25,-104.00390625
10854.8125,-63.53759765625
10865.375,-50.1708984375
10875.9375,-43.5791015625
10886.5,-0.79345703125
10897.0625,-41.1376953125
10907.625,-41.9921875
10918.1875,-36.62109375
10928.75,-31.1279296875
10939.3125,-28.01513671875
10949.875,-34.1796875
10960.4375,-36.92626953125
10971,-34.0576171875
10981.625,-13.85498046875
10992.25,-3.60107421875
11002.875,1.8310546875
11013.5,3.84521484375
11024.125,-0.9765625
11034.75,-3.90625
11045.375,-6.16455078125
11056.0,-0.79345703125
11066.625,-2.62451171875
11077.25,2.0751953125
11087.875,7.4462890625
11098.5,10.3759765625
11109.125,7.26318359375
11119.75,2.8076171875
11130.375,-0.18310546875
11141,0.1220703125
11151.4375,2.01416015625
11161.875,3.23486328125
11172.3125,0.67138671875
11182.75,-0.6103515625
